gene_id	GTEX-OHPK-2326-SM-3MJH2	GTEX-PLZ4-2326-SM-EYYV5	GTEX-S32W-1326-SM-4AD5Q	GTEX-S341-0826-SM-4AD73	GTEX-SE5C-0926-SM-4BRUF	GTEX-T5JW-0326-SM-4DM6J	GTEX-T6MO-1026-SM-4DM72	GTEX-TSE9-2326-SM-EZ6ME	GTEX-U3ZN-1126-SM-4DXUL
ENSG00000213341.10	9.194	8.982	11.37	12.18	11.23	11.42	12.43	9.107	8.53
ENSG00000236308.1	2.5	1.177	2.437	4	3.297	1.896	4.353	1.077	3.092
ENSG00000227492.1	0	0.07602	0.09116	0.1458	0.1802	0.5239	0	0.1021	0.4883
ENSG00000095485.16	17.87	14.16	18.22	18.15	12.44	14.44	19.53	20.17	20.82
ENSG00000212464.1	0.921	3.281	1.312	0.699	1.297	1.436	1.236	0.7341	0
ENSG00000230224.1	2.544	4.417	4.129	2.803	3.696	3.646	5.948	7.587	7.303
ENSG00000207362.1	0	0	0	0	0	0	0	0	0
ENSG00000196072.11	17.12	13.79	17.36	18.99	16.56	13.66	15.3	16.73	14.41
ENSG00000107593.16	0.02209	0.03497	0.06291	0.05029	0.1451	0	0	0.04695	0.1498
ENSG00000231188.1	0	0	0	0	0	0.112	0	0	0
ENSG00000099194.5	3.705	12.9	8.69	11.85	41.56	15.49	5.966	7.641	4.12
ENSG00000235823.1	3.835	12.1	8.894	4.29	5.529	6.06	4.322	7.192	18.42
ENSG00000212325.1	0	0	0	0	0	0	0	0	0
ENSG00000273030.1	1.318	5.381	1.712	0.8423	1.172	0.7569	0.4966	0.516	7.055
ENSG00000075290.7	0.08013	0.1015	0.4869	0.1216	0	0	0.2008	0.06813	0.5162
ENSG00000075826.16	18.35	45.27	26.48	20.28	14.13	22.06	37.44	41.28	26.27
ENSG00000166136.15	168.3	161.3	175.4	130	147.9	200.3	167.2	182.5	136.6
ENSG00000166135.13	12.73	12.19	12.87	12.11	11.07	11.61	14.53	9.806	14.7
ENSG00000274660.1	0	0	0	0	0	0	0	0	0
ENSG00000075891.21	0.006464	0.1842	44.37	1.501	3.191	14.25	3.494	8.945	52.2
ENSG00000222072.1	0	0	0	0	0	0	0	0	0
ENSG00000272572.1	1.016	0.8043	0.9645	0.5608	0.39	2.016	0.7025	0.3681	0.9002
ENSG00000119906.11	21.23	24.99	36.88	23.87	14.16	34.9	32.57	15.8	21.38
ENSG00000273476.1	0.3778	2.153	1.578	0.2294	0	0.3533	1.623	1.526	1.281
ENSG00000055950.16	47	66.62	60.92	38.07	36.34	51.07	49.8	54.26	66.07
ENSG00000095539.15	2.954	7.836	13.22	10.25	3.518	4.102	7.784	9.351	18.94
ENSG00000207551.1	0	0	0	0	0	0	0	0	0
ENSG00000236662.1	0	0	0	0	0	0	0	0	0
ENSG00000107815.7	8.404	9.046	12.38	7.143	12.14	15.91	10.86	5.601	9.908
ENSG00000107816.17	76.15	82.72	65.86	61.57	55.19	62.64	97.49	80.15	62.69
ENSG00000186862.17	0.6896	1.685	0.848	1.097	0.8628	0.9623	1.27	1.11	1.481
ENSG00000107819.13	45.75	45.28	39.66	38	51.51	25.98	45.8	56.63	67.37
ENSG00000273162.1	0.6236	0.1097	0.9867	0.2104	0.7153	0.5941	0.186	0.2577	1.057
ENSG00000107821.14	4.337	5.963	3.736	2.531	5.293	2.716	1.559	4.371	2.938
ENSG00000236311.6	0	0	0	0	0	0	0	0	0
ENSG00000107807.12	0	0	0.1475	0	0	0.01729	0	0.01179	0.01881
ENSG00000237579.2	0	0	0	0	0	0	0	0	0.04476
ENSG00000270973.1	0	0	0	0	0	0	0	0	0
ENSG00000138136.6	0	0	0.08865	0	0.02191	0	0	0.0124	0
ENSG00000227128.4	0	0	0.04206	0	0.02079	0	0	0	0.09388
ENSG00000229649.1	0	0	0	0	0	0	0	0	0
ENSG00000222238.1	0	0	0	0	0	0	0	0	0
ENSG00000225208.1	0	0	0.1682	0	0	0.2763	0	0	0
ENSG00000230967.2	0	0.1027	0	0	0	0	0	0	0
ENSG00000166167.17	9.853	11.69	14.83	13.25	9.684	11.13	13.06	10.12	15.88
ENSG00000222414.1	0	0	0	0	0	0	0	0	0
ENSG00000166171.12	14.14	22.82	62.66	12.16	18.26	22.86	13.18	20.02	102.4
ENSG00000166169.16	17.69	25.68	28.8	13.45	9.891	12.67	16.16	21.83	39.07
ENSG00000107829.13	46.85	70.08	37.37	33.55	21.11	31.75	51.8	61.59	36.73
ENSG00000222051.1	0.3163	0	0	0	0	0.4931	0	0.3362	0
ENSG00000224817.1	0	0	0	0	0	0	0	0	0
ENSG00000107831.12	0	0.0764	0	0.293	0.09056	0.07522	0.2159	0	0.0818
ENSG00000107833.10	24.62	35.46	32.76	18.99	43.81	32.86	18.02	29.81	17.99
ENSG00000198408.13	111.9	147.6	118.6	89.15	47.97	88.74	115.7	113.1	112.2
ENSG00000226009.1	0.852	2.207	0.7354	0.9406	0.2907	1.087	1.525	0.6585	0.5252
ENSG00000120049.18	3.595	12.61	8.99	3.495	3.837	6.007	7.234	18.49	7.011
ENSG00000120029.12	19.9	29.05	23.98	19.31	15.42	23.4	24.87	25.9	23.53
ENSG00000274742.1	0	0	0	0	0	0	0	0	0
ENSG00000222430.1	0	0	0	0	0	0	0	0	0
ENSG00000166189.7	23.59	6.656	19.43	13.5	16.76	20.64	21.2	6.478	21.6
ENSG00000224302.1	0.7964	0.4203	0	0	0	0.8277	0.2376	0	1.35
ENSG00000229629.1	0	0	0	0	0	0	0	0	0
ENSG00000198728.10	131.1	113.5	135.4	117.3	58.38	103.9	176.8	194.9	208.5
ENSG00000148840.10	20.1	28.56	35.4	30.2	54.24	44.29	46.86	31.66	19.63
ENSG00000166197.16	54.28	53.54	63.77	84.94	88.89	79.13	80.94	58.65	58.44
ENSG00000119915.4	0.2963	0.4691	0.4688	0.3748	1.714	0.3079	0.2651	0.3411	0.08371
ENSG00000107859.9	0	0.03853	0.1386	0.03694	0	0	0.2613	0	0.04125
ENSG00000107862.4	41.31	44.82	59.81	37.66	52.74	60.42	53.37	46.64	65.21
ENSG00000077150.18	18.73	59.77	55.19	34.28	66.07	32.7	53.36	62.11	32.02
ENSG00000059915.16	4.445	77.99	53.27	9.72	25.66	118.1	76.01	59.35	22.38
ENSG00000107872.12	25.29	31.29	37.07	30.52	19.97	34.97	33.56	34.78	32.4
ENSG00000107874.10	87.78	120.6	100.4	84.57	93	125.9	104.1	100.9	82.86
ENSG00000202569.4	0	0	0	0	0	0	0	0	0
ENSG00000269609.5	7.751	12.06	50.45	6.869	10.85	14.11	11.67	19.26	64.86
ENSG00000120055.7	0.3391	0.2148	31.81	0.8237	1.018	3.595	2.914	3.749	92.34
ENSG00000138111.14	3.386	5.111	4.311	5.229	5.28	3.278	3.64	4.186	3.347
ENSG00000138107.12	90.16	121.1	79.03	73.66	78.06	98.6	103.6	102.2	40.78
ENSG00000107882.11	14.13	12.46	14.56	12.12	12.28	12.83	11.86	10.09	12.69
ENSG00000228657.1	0.2887	0.1143	0.6852	0.2191	0.2709	0	0.1292	0.1534	0.9788
ENSG00000207029.1	0	0	0	0	0	0	0	0	0.5363
ENSG00000272933.1	4.165	4.688	6.003	6.323	4.333	8.488	8.802	7.787	9.018
ENSG00000171206.13	119.6	146	123.9	126.1	117.6	111.1	148.9	137.3	167.7
ENSG00000138175.8	32.57	36.18	38.05	30.6	27.83	48.1	34.88	28.26	42.6
ENSG00000156398.12	5.755	4.424	17.81	8.815	6.712	10.16	5.955	4.463	11.77
ENSG00000166272.16	78.72	54.53	76.22	56.44	51.26	55.7	75.98	40.94	64.34
ENSG00000252994.1	0	0	0	0	0	0	0	0	0
ENSG00000148795.6	2.245	1.155	2.557	5.315	3.349	1.645	1.969	1.372	6.431
ENSG00000203886.4	2.69	4.614	2.979	0.6805	2.104	2.795	3.21	4.05	6.84
ENSG00000213061.2	0	0.2755	0.3304	0	0.1633	0	0	0.185	0.7375
ENSG00000236937.2	0	0	1.162	0	0	0	0	1.084	1.728
ENSG00000282772.1	0	0.1911	0.4583	0.2748	0	0	0	0	1.534
ENSG00000166275.15	42.15	41.65	41.52	45.58	29.32	35.87	34.67	40.71	44.45
ENSG00000283337.1	0	0	0.6492	0	0	0	0	1.09	0.5796
ENSG00000214435.7	10.88	13.87	17.86	18.1	8.721	14.18	13.76	18.45	11.86
ENSG00000235266.1	0	0	1.02	0	0	0	0	0.4568	0.9108
ENSG00000272912.1	0.08255	0	1.019	0.4386	0.3099	0.5791	0.2955	0.7897	0.7697
ENSG00000148842.17	3.811	4.646	5.317	3.859	1.765	1.967	4.357	4.409	7.367
ENSG00000278498.1	0	0.3288	0	0.3152	0	0.3237	0	0	0.7041
ENSG00000076685.18	23.66	46.44	40.22	32.54	25.94	28.85	39.22	39.32	43.45
ENSG00000237827.1	0	0.4019	0.3214	0.2569	0.3176	0	0	0	0.5738
ENSG00000213277.3	0.3754	0.2972	0.2376	0.1899	0.1174	0.8778	1.12	0.7314	1.379
ENSG00000229256.1	0	0.09815	0	0	0	0.09664	0.05548	0.06589	0.1051
ENSG00000235376.5	0.03178	0.05032	0	0	0	0	0	0.08444	0
ENSG00000148798.10	0.0419	0.03317	0.07957	0.0159	0.07865	0.06532	0.05625	0	0.03552
ENSG00000156374.14	17.1	19.87	10.19	13.32	9.62	17.27	16.57	12.95	6.803
ENSG00000212413.1	0	0	0	0	0	0	0	0.2705	0
ENSG00000148835.10	6.116	6.676	7.234	5.799	3.056	3.693	7.211	9.052	4.459
ENSG00000173915.14	150.4	157.6	120.4	98.82	129.1	169	104.3	127.8	78.65
ENSG00000283867.1	0	0	0	0	0	0	0	0	0
ENSG00000148843.13	20.75	17.99	31.03	21	25.57	27.12	20.44	19.05	30.98
ENSG00000138172.10	92.13	137.5	70.46	99.46	93.53	72.39	86.68	57.78	38.31
ENSG00000273485.1	0	0	0	0	0	0	0	0	0
ENSG00000234699.1	1.752	3.344	1.565	2.112	3.771	2.249	2.674	2.902	1.397
ENSG00000185933.6	0.03326	0.03511	0.1053	0.1683	0.2913	0.121	0.258	0.09426	0.09397
ENSG00000183128.7	0.04098	0.6164	0.07781	0.311	0	0.1916	0.11	0.3484	0.4863
ENSG00000235470.5	0	0	0.0632	0	0	0	0	0	0
ENSG00000107954.10	1.801	3.219	5.674	1.699	1.844	7.36	8.536	1.537	5.621
ENSG00000226431.1	0	0	0	0	0	0	0	0	0
ENSG00000107957.16	49.25	98.86	44.83	54.15	58.94	86.8	91.13	72.78	19.02
ENSG00000273108.1	1.773	0.5239	7.585	2.547	1.153	2.432	4.358	4.019	9.897
ENSG00000222503.1	0	0	1.19	0	0	0	0	0	1.063
ENSG00000280693.2	0	0.09669	0.2899	0.1391	0.3152	0.0952	0.1093	0.1947	0.05176
ENSG00000260461.1	7.923	4.466	4.871	5.573	3.033	6.187	6.266	4.715	6.704
ENSG00000107960.10	25.35	22.37	15.7	18.46	19.64	22.97	16.56	20.38	16.43
ENSG00000065613.13	38.4	36.99	28.94	38.67	28.09	36.3	41.24	36.64	29.73
ENSG00000266754.2	0	0.3573	0	0	0	0	0	0	0
ENSG00000065618.18	0.4397	0.2751	1.897	0.1813	5.869	0.5924	1.662	0.06923	1.095
ENSG00000283788.1	0	0	0	0	0	0	0	0	0
ENSG00000156384.14	6.556	8.755	7.732	12.96	6.696	6.494	6.119	6.77	6.523
ENSG00000197748.12	0.311	0.6043	97.98	4.027	4.528	9.196	5.49	13.93	196.8
ENSG00000208033.1	0	0	0	0	0	0	0	0	0
ENSG00000148834.12	95.74	114.6	79.32	81.7	108.1	77.63	72.3	119	57.04
ENSG00000266852.2	0	0	0	0	0	0	0	0	0
ENSG00000065621.14	1.035	1.871	12.33	2.347	1.476	1.808	2.147	2.526	16.87
ENSG00000148841.15	23.33	45.91	12.58	35.56	32.94	13.94	19.05	23.19	7.251
ENSG00000228261.1	0.3903	0.3371	0.7411	0.2693	0.333	0.5531	0.254	0.3394	1.083
ENSG00000231233.1	0.5109	2.562	1.374	0.8402	1.119	0.9956	0.7621	1.131	0.8661
ENSG00000120051.14	1.145	3.323	16.74	1.781	1.916	2.439	2.322	4.522	42.94
ENSG00000225768.1	0	0	0	0	0	0	0	0	0
ENSG00000237761.1	0	0	0	0	0	0	0	0	0
ENSG00000156395.12	0.276	0.1581	0.1115	0.3922	0.06613	0.119	0.04204	0.04993	0
ENSG00000226387.2	0	0	0	0	0	0.1651	0	0	0
ENSG00000207068.1	0	0	0	0	0	0	0	0	0
ENSG00000233477.1	0	0	0	0	0	0	0	0	0
ENSG00000213260.3	0.3246	0.2937	0.1761	0.2112	0.5222	0.2168	0.332	0.5421	0.3144
ENSG00000229466.1	0	0	0	0	0	0	0	0	0
ENSG00000229775.6	0	0	0.136	0	0	0	0	0	0
ENSG00000215002.2	0	0	0	0	0	0	0.1314	0.3121	0.1245
ENSG00000108018.15	0.9884	3.761	1.467	2.623	0.8574	0.887	2.029	1.638	1.359
ENSG00000200626.1	0	0	0	0	0	0	0	0	0
ENSG00000200079.1	0	0	0	0	0	0	0	0	0
ENSG00000229981.7	0	0	0	0	0	0	0.07883	0	0.009333
ENSG00000234544.2	0	0	0	0.1184	0	0	0.2792	0	0
ENSG00000203434.2	0.4709	0	0	0.08936	0	0	0.3161	0	0.3992
ENSG00000223381.1	0	0	0	0	0	0	0	0	0
ENSG00000224498.1	0	0	0	0	0	0	0	0	0
ENSG00000222436.1	0	0	0	0	0	0	0	0	0
ENSG00000252574.2	0	0	0	0	0	0	0	0	0
ENSG00000200217.1	0	0	0	0	0	0	0	0	0
ENSG00000232728.1	0	0	0	0	0	0	0	0	0
ENSG00000237242.1	0	0	0	0	0	0	0	0	0
ENSG00000270333.1	0	0	0	0	0	0	0	0	0
ENSG00000270294.1	0	0	0	0	0	0	0	0.1199	0.1913
ENSG00000224907.1	0	0	0	0	0	0	0	0	0
ENSG00000108039.17	35.69	55.95	47.56	31.97	45.3	57.09	57.43	54.4	42.46
ENSG00000272160.1	0.3563	2.257	0.6765	0.5408	1.337	0.5554	0	0.7573	1.812
ENSG00000203876.9	1.123	0.3993	0.9794	2.888	0.4518	1.001	1.416	1.255	1.088
ENSG00000148700.14	40.05	55.01	42.59	58.1	36.7	30.66	49.4	55.6	64.46
ENSG00000226734.1	0.3178	0	0	0	0	0	0	0	0
ENSG00000119950.20	82.22	119.9	49.9	67.18	24.92	33.62	82.14	100.9	50.56
ENSG00000228417.1	0	0	0.2425	0.1939	0	0	0	0.1357	0.6496
ENSG00000214067.2	0	0	0.1373	0	0	0	0.2589	0	0
ENSG00000119953.12	21.01	27.33	17.67	19.43	20.16	18.76	22.12	24.02	12.03
ENSG00000273143.1	0.2156	0	1.126	0.1636	0.607	0.168	0	0.05728	0.5482
ENSG00000237642.1	0	0	0.5251	0	0	0.1724	0	0.6466	1.688
ENSG00000138166.5	33.78	27.61	8.872	53.91	69.72	32.32	25.81	13.45	2.37
ENSG00000233518.1	0	0	0.1737	0	0	0	0	0	0
ENSG00000108055.9	44.06	38.29	42.86	42.61	30.57	36.88	43.76	33.83	44.75
ENSG00000223302.1	0	0	0.5951	0	0	0	0	0	0
ENSG00000203867.7	2.363	6.167	11.59	1.518	2.293	1.787	2.979	4.163	28.7
ENSG00000252036.1	0	0	0	0	0	0	0	0	0
ENSG00000199364.1	0	0	0	0	0	0	0	0	0
ENSG00000232470.1	1.351	2.272	2.885	0.8969	0.7921	0.5263	1.36	0.8971	1.431
ENSG00000203497.2	3.48	8.404	5.7	4.161	4.899	5.629	5.295	4.161	5.679
ENSG00000150593.17	73.37	83.99	102.2	74.81	60.3	51.86	87.45	67.01	127.8
ENSG00000214413.7	7.792	13.53	15.78	11.8	7.607	11.28	13.26	12.49	19
ENSG00000278601.1	2.867	1.974	4.734	4.542	2.34	2.041	7.364	2.716	5.706
ENSG00000270589.1	5.131	3.153	3.975	6.014	1.811	3.616	12.82	3.883	9.882
ENSG00000108061.11	28.59	31.82	21.35	31.48	29.78	32.08	28.67	20.04	19.63
ENSG00000234118.1	0.6637	1.839	0.105	0.5877	0	0.08622	0.495	0.7641	0.6563
ENSG00000221214.1	0	0	0	0	0	0	0	0	0
ENSG00000150594.6	10.22	10.16	6.607	13.62	9.076	6.509	3.996	13.04	19.23
ENSG00000213247.3	0.1155	0.1829	0	0	0	0	0	0	0
ENSG00000237618.1	0	0	0	0	0	0	0	0.05802	0
ENSG00000227851.1	0	0	0	0	0	0	0	0	0
ENSG00000230809.1	0	0	0	0	0	0	0	0	0
ENSG00000119927.13	4.945	3.464	5.183	4.138	3.42	5.245	4.41	2.443	3.194
ENSG00000119913.4	0	0	0.04378	0	0.04328	0.01797	0	0	0
ENSG00000276857.1	0	0	0	0	0	0	0	0	0
ENSG00000243316.7	0.03107	0	0.177	0	0	0.09688	0.09269	0.02202	0.01756
ENSG00000197142.10	12.32	14.71	45.59	14.13	21.9	16.16	14.34	22.62	61.74
ENSG00000232934.7	0.685	2.111	1.998	0.6685	0.574	0.8009	1.095	2.522	2.551
ENSG00000023041.11	32.53	35.23	37.12	31.91	24.53	26.85	37.28	39.21	40.64
ENSG00000151532.13	5.117	5.692	5.358	4.07	5.886	5.924	3.992	6.572	3.958
ENSG00000234017.1	0.1404	0.4448	0.8	0	0	0	0.2514	0.5971	0
ENSG00000264763.1	0	0	0	0	0	0	0	0	0
ENSG00000233340.1	0	0	0	0	0	0	0	0	0.3206
ENSG00000260917.1	8.22	7.159	4.611	5.578	4.543	6.824	8.965	6.444	4.171
ENSG00000279315.1	0	0.1667	0	0.07991	0	0	0	0.05595	0.08924
ENSG00000225292.2	0.3224	0.3403	0.6121	0.4893	0	0.5025	0.3847	0.3426	0.1822
ENSG00000148737.16	34.61	27.98	34.82	22.79	18.41	27.2	28.47	21.47	31.33
ENSG00000233547.1	0	2.68	2.41	0	0.7941	0.9893	0.7573	4.721	2.152
ENSG00000227560.1	0.2604	3.848	3.296	2.108	0.3258	0.2706	1.087	2.952	2.943
ENSG00000238380.1	0	0	0	0	0	0	0	0	0
ENSG00000230018.1	37.04	2.798	0.2581	6.087	2.296	1.695	15.21	2.239	3.918
ENSG00000148702.14	0.04115	0.01629	1.387	0.1093	0	0.3047	0.2026	0.1421	1.988
ENSG00000197893.13	0.3538	0	0.08398	0.06714	0.09487	0	0.05655	0.03358	0.5356
ENSG00000165806.19	23.38	37.71	23.71	23.49	19.27	10.92	18.33	18.09	28.45
ENSG00000234393.1	0.1775	0.09369	1.011	0.08983	0.2221	0.1845	0.1059	0.2516	0.1003
ENSG00000148735.14	0.01253	0.1587	21.49	0.2473	1.846	5.812	4.105	1.964	20.17
ENSG00000283656.1	0	0	0	0	0	0	0	0	0
ENSG00000212589.1	0	0	0	0	0	0	0	0	0
ENSG00000198924.7	3.811	4.113	5.253	4.725	2.569	3.544	3.569	1.822	5.613
ENSG00000196865.4	11.91	16.52	21.72	13.39	8.589	11.41	14.97	15.42	21.88
ENSG00000043591.5	0.2847	0.2254	0.1352	0.1081	0.04453	0.3144	0.2548	0.2017	0.3419
ENSG00000253066.1	0	0	0	0	0	0	0	0	0
ENSG00000226582.1	0	0	0	0	0	0	0	0	0
ENSG00000165813.18	9.748	11.23	18.14	10.5	6.4	7.265	10.73	11.6	19.02
ENSG00000273904.1	0	0	0	0	0	0	0	0	0
ENSG00000095627.9	0.0322	0	0.3179	0.2248	0.1692	0.261	0.05763	0.3011	0.3494
ENSG00000165816.12	0.3191	0.6063	8.14	1.017	0.4592	0.4809	1.028	0.8027	21.5
ENSG00000230165.1	0	0	0	0	0	0	0	0	0
ENSG00000275024.1	1.585	1.505	1.324	2.309	0.5948	1.087	1.361	1.145	3.546
ENSG00000169129.14	15.87	47.46	25.98	30.05	14.22	28.62	33.94	19.87	37.88
ENSG00000242912.3	0	0	0	0	0	0	0	0.1207	0
ENSG00000279796.1	0.06875	0	0.04351	0.2087	0.1936	0.03572	0.02051	0.02436	0
ENSG00000099204.18	90.53	91.16	47.56	95.61	43.69	36.14	56	82.97	66.6
ENSG00000229668.1	0	0.3054	0	0	0	0.3007	0	0	0.327
ENSG00000228169.3	0	0.1089	0.2613	0	0.2582	0	0.1231	0.1462	0
ENSG00000228484.1	0.1566	0	0.1622	0.04321	0	0.1553	0.05095	0.1513	0.4826
ENSG00000215760.2	0.1357	0	0.2576	0	0	0	0	0	0
ENSG00000151553.14	27.12	25.03	29.18	26.08	22.3	25.36	41.53	34.32	25.59
ENSG00000226428.1	0	0	0.09964	0.1593	0	0.08181	0.09393	0	0
ENSG00000165832.5	11.53	8.93	11.83	11.81	10.96	12.44	7.672	6.573	9.21
ENSG00000252611.1	0.9316	0	0.5896	0	0	0	0	0	0
ENSG00000236799.1	0	0	0	0.2987	0	0.3068	0.1761	0.1046	0
ENSG00000107518.16	0.851	1.058	0.2682	3.787	0.6596	1.16	1.326	0.2856	0.1285
ENSG00000270965.1	0	0	0	0	0	0	0	0	0
ENSG00000151892.14	27.79	82.88	19.58	45.41	18.66	51.71	66.09	46.99	16.01
ENSG00000182645.5	0	0	0	0	0	0	0	0	0
ENSG00000205433.4	0	0	0	0	0	0	0	0	0
ENSG00000203837.4	0	0	0	0	0	0	0	0.1223	0.04875
ENSG00000227096.1	0	0	0.2228	0	0	0	0	0	0
ENSG00000200935.1	0	0	0	0	0	0	0	0	0
ENSG00000175535.6	0.8577	0.3482	5.304	6.176	4.293	3.669	4.645	0	6.301
ENSG00000232091.1	0	0	0	0	0	0	0	0	0
ENSG00000187021.14	0.1892	0.09984	0.6944	0.4211	0.142	0.3539	0.4063	0	0.6627
ENSG00000266200.6	0.3441	0.1362	1.102	0.5549	0.888	0.704	0.4234	0	1.167
ENSG00000165863.16	0.6509	1.62	0.3531	4.564	0.2909	0.5798	0.9432	0.6259	0
ENSG00000232767.1	0.1393	0.8822	0	2.326	0.2614	0.2171	0.4986	0.148	0.2361
ENSG00000165868.13	15.12	33.62	17.89	23.61	21.84	17.08	35.37	20.42	14.17
ENSG00000228195.2	0.03842	0	0.1459	0	0	0	0	0	0.2605
ENSG00000225302.2	2.213	2.362	9.987	1.524	1.738	2.546	3.125	1.382	19.93
ENSG00000188316.13	0.4074	0.1683	5.717	0.4571	0.4654	1.243	0.317	0.8847	17.63
ENSG00000187164.19	4.86	7.478	14.9	6.638	8.021	7.023	13.6	9.059	18.58
ENSG00000235742.1	0	0	0	0	0	0	0	0	0
ENSG00000148704.12	0.005848	0	0	0	0	0	0	0	0
ENSG00000234474.2	0	0	0	0	0	0	0	0	0
ENSG00000266782.1	0	0	0	0	0	0	0	0	0
ENSG00000236171.1	0	0	0	0	0	0.1083	0	0	0
ENSG00000186795.1	0	0	0.05565	0	0	0	0	0	0
ENSG00000225936.1	1.112	0	0	0.4824	0	0.08257	0	0	0.449
ENSG00000165646.11	1.957	0.3575	0.5002	3.227	0.3531	1.203	1.414	1.28	1.18
ENSG00000277879.1	3.296	0.7918	1.683	4.21	3.925	6.875	2.401	1.111	1.58
ENSG00000165650.11	14.12	13.16	12.02	12.51	12.86	13.87	14.9	12.1	13.66
ENSG00000258114.1	0	0	0	0	0	0	0	0	0
ENSG00000229847.8	39.04	73.98	88.61	26.39	23.3	67	57.98	54.37	92.47
ENSG00000170370.11	122.5	204.4	97.55	39.83	30.36	148.7	143.7	93.9	78.47
ENSG00000235198.1	0	0	0.5412	0	0	0.1111	0	0	0.2416
ENSG00000234952.1	0.6936	1.318	4.478	0.2106	0.5207	0.6487	0.2483	0.1474	1.176
ENSG00000263041.1	0.1071	0.0848	0.2034	0	0	0	0	0	0.454
ENSG00000107560.10	30.96	27.89	34.21	21.1	20.53	36.46	29.05	21.92	26.76
ENSG00000231104.8	0.1815	0.546	1.344	0.3857	0.3406	0.7922	0.8121	0.4436	1.292
ENSG00000177640.15	0.408	0.6515	3.8	0.3705	0.5563	0.6632	0.4369	0.9858	7.543
ENSG00000238276.5	4	5.039	9.228	0.2611	0.7265	3.285	0.4619	0.8685	11.52
ENSG00000165669.13	9.672	10.12	6.755	7.795	6.02	8.488	8.452	8.026	7.691
ENSG00000232139.5	0.3137	0	0.06619	0.1058	0.06543	0.1087	0	0	0.4137
ENSG00000234309.1	0	0	0	0	0	0	0	0	0
ENSG00000119973.5	0.1338	0.6934	0.589	2.225	0.7306	0.3034	0.6967	0.1681	0.4434
ENSG00000225155.4	0	0	0	0	0	0	0	0	0.1307
ENSG00000151893.14	17.73	17.72	12.22	15.1	9.321	12.2	16.29	17	14.51
ENSG00000277687.1	3.486	3.056	3.227	5.204	2.811	4.131	7.476	4.684	5.176
ENSG00000236058.3	1.171	1.464	1.054	0.7487	1.041	1.634	0.8828	0.9829	0.6271
ENSG00000213574.2	0.05442	0.08616	0	0	0.2043	0.1697	0	0.1157	0
ENSG00000229272.1	0	0	0.2807	0	0	0	0.7937	0.1571	0.5011
ENSG00000188613.6	2.251	0.881	0.6502	3.015	1.832	0.8274	2.176	0.373	0.4354
ENSG00000107581.12	101.6	100.3	81.47	76.46	106.1	97.09	96.71	78.28	57.71
ENSG00000207468.1	0	0.4187	0	1.606	0	0	0	1.124	0
ENSG00000222588.1	0.2624	0	0.4982	0.3983	0	0	0	0.5577	0.4448
ENSG00000271343.1	0	0	0	0	0	0	0	0	0
ENSG00000119979.16	7.736	7.028	5.869	8.083	6.634	5.215	6.305	7.337	6.513
ENSG00000183605.16	24.41	38.62	26.8	21.15	26.67	19.7	37.82	35.16	41.75
ENSG00000165672.6	151	152	167.2	123.6	218.8	197	121.2	117.2	143.1
ENSG00000198873.11	65.35	64.68	24.02	60.63	43.49	34.22	72.59	55.11	11.46
ENSG00000228485.1	0	0.5359	0	0.3854	0.6353	0.6596	0.4544	1.619	0
ENSG00000242853.3	0.1167	0.3696	0	0.3543	0.4381	0	0.4178	2.233	0
ENSG00000236426.5	0.08884	0.211	0	0.06743	0.04169	0.03462	0	0.09442	0
ENSG00000265719.1	0	0	0	0	0	0	0	0	0
ENSG00000148908.14	28.74	67.38	30.65	24.01	26.84	20.4	28.21	43.93	62.74
ENSG00000271353.1	0	0	0	0	0	0	0	0	0
ENSG00000151923.17	39.78	79.74	52.93	42.46	34.32	38.45	65.63	71.5	55.76
ENSG00000234569.1	0	0	0.1581	0.1264	0	0	0	0.0885	0
ENSG00000227437.1	0	0	0	0	0.1013	0.1683	0	0	0.183
ENSG00000151929.9	93.45	48.03	67.57	139.4	117.7	106.7	104.6	52.26	32.13
ENSG00000232823.2	0	0	0	0	0	0	0.1633	0	0.3093
ENSG00000198825.12	15.5	15.36	11.28	14.39	10.67	13.09	14.46	12.9	7.628
ENSG00000242818.3	0	0	0.2201	0	0	0	0	0	0
ENSG00000270300.2	0.1076	0.4429	0.1634	0.294	0.1615	0.3019	0.07703	0.4803	0.4377
ENSG00000197771.12	34.57	33.09	29.11	32.16	38.96	37.18	38.35	31.56	19.76
ENSG00000107651.12	15.55	13.4	18.92	17.76	20.81	21.64	17.91	17.16	14.06
ENSG00000265370.1	0	0	0	0	0	0	0	0	0
ENSG00000180230.6	0	0	0	0	0	0	0	0.1153	0.09196
ENSG00000223455.1	0	0	0	0	0	0	0	0	0
ENSG00000220842.6	9.53	16.98	8.516	8.297	6.445	7.21	11.04	6.778	7.603
ENSG00000234522.1	0	0	0	0	0	0	0	0	0
ENSG00000203805.10	0.05689	0	0.18	0.1151	0.5339	0.1774	0.3394	0.2015	0.3215
ENSG00000177234.7	0	0	0	0	0.0292	0	0.1114	0	0.1055
ENSG00000227165.7	0.08588	0.08159	0.3751	0.2216	0.06448	0.2142	0.1537	0.2738	0.728
ENSG00000274461.1	0.08832	0.1398	0.2935	0.1341	0.1243	0.1721	0.2766	0.1408	0.5989
ENSG00000120008.15	24.56	26.53	28.12	23.18	19.66	21.38	27.88	23.62	39.89
