Gene stable ID,Transcript stable ID,Gene type
ENSG00000288176,ENST00000672363,protein_coding
ENSG00000288354,ENST00000672661,protein_coding
ENSG00000288423,ENST00000672985,protein_coding
ENSG00000283465,ENST00000636783,protein_coding
ENSG00000100294,ENST00000290429,protein_coding
ENSG00000288241,ENST00000672530,protein_coding
ENSG00000288339,ENST00000672227,protein_coding
ENSG00000206026,ENST00000579022,protein_coding
ENSG00000288173,ENST00000671835,protein_coding
ENSG00000288128,ENST00000672444,protein_coding
ENSG00000288405,ENST00000671821,protein_coding
ENSG00000291737,ENST00000708541,protein_coding
ENSG00000291743,ENST00000708557,protein_coding
ENSG00000176177,ENST00000325157,protein_coding
ENSG00000291738,ENST00000708548,protein_coding
ENSG00000141428,ENST00000592875,protein_coding
ENSG00000128342,ENST00000249075,protein_coding
ENSG00000141956,ENST00000470586,protein_coding
ENSG00000100307,ENST00000475962,protein_coding
ENSG00000260861,ENST00000566961,protein_coding
ENSG00000171873,ENST00000379453,protein_coding
ENSG00000101282,ENST00000217260,protein_coding
ENSG00000134504,ENST00000579973,protein_coding
ENSG00000125903,ENST00000246105,protein_coding
ENSG00000100344,ENST00000216180,protein_coding
ENSG00000101280,ENST00000381922,protein_coding
ENSG00000089012,ENST00000478145,protein_coding
ENSG00000186976,ENST00000461800,protein_coding
ENSG00000141424,ENST00000269187,protein_coding
ENSG00000171984,ENST00000378979,protein_coding
ENSG00000291712,ENST00000708424,protein_coding
ENSG00000198081,ENST00000357006,protein_coding
ENSG00000149346,ENST00000334534,protein_coding
ENSG00000291720,ENST00000708437,protein_coding
ENSG00000185950,ENST00000375856,protein_coding
ENSG00000291721,ENST00000708441,protein_coding
ENSG00000291722,ENST00000708443,protein_coding
ENSG00000178591,ENST00000608838,protein_coding
ENSG00000153498,ENST00000283550,protein_coding
ENSG00000125820,ENST00000377142,protein_coding
ENSG00000166573,ENST00000299727,protein_coding
ENSG00000125845,ENST00000378827,protein_coding
ENSG00000291745,ENST00000708561,protein_coding
ENSG00000291747,ENST00000708565,protein_coding
ENSG00000101327,ENST00000217305,protein_coding
ENSG00000054611,ENST00000337137,protein_coding
ENSG00000198795,ENST00000361524,protein_coding
ENSG00000133115,ENST00000379631,protein_coding
ENSG00000125898,ENST00000381941,protein_coding
ENSG00000088448,ENST00000267339,protein_coding
ENSG00000173404,ENST00000310227,protein_coding
ENSG00000185982,ENST00000334391,protein_coding
ENSG00000154059,ENST00000284202,protein_coding
ENSG00000125788,ENST00000382398,protein_coding
ENSG00000204442,ENST00000375915,protein_coding
ENSG00000184497,ENST00000488362,protein_coding
ENSG00000132640,ENST00000254977,protein_coding
ENSG00000141668,ENST00000585159,protein_coding
ENSG00000160199,ENST00000432907,protein_coding
ENSG00000175198,ENST00000376285,protein_coding
ENSG00000288336,ENST00000673266,protein_coding
ENSG00000288284,ENST00000673365,protein_coding
ENSG00000288513,ENST00000673274,protein_coding
ENSG00000284774,ENST00000643217,protein_coding
ENSG00000160200,ENST00000461686,protein_coding
ENSG00000125816,ENST00000351817,protein_coding
ENSG00000285482,ENST00000644790,protein_coding
ENSG00000089063,ENST00000615008,protein_coding
ENSG00000284923,ENST00000645782,protein_coding
ENSG00000285272,ENST00000646084,protein_coding
ENSG00000285047,ENST00000646144,protein_coding
ENSG00000285442,ENST00000643095,protein_coding
ENSG00000285451,ENST00000645946,protein_coding
ENSG00000100426,ENST00000216268,protein_coding
ENSG00000285049,ENST00000644014,protein_coding
ENSG00000100316,ENST00000401609,protein_coding
ENSG00000285243,ENST00000643303,protein_coding
ENSG00000285339,ENST00000646588,protein_coding
ENSG00000288236,ENST00000672745,protein_coding
ENSG00000288506,ENST00000672658,protein_coding
ENSG00000126216,ENST00000261965,protein_coding
ENSG00000285112,ENST00000710449,protein_coding
ENSG00000125851,ENST00000377899,protein_coding
ENSG00000197971,ENST00000382582,protein_coding
ENSG00000088876,ENST00000465019,protein_coding
ENSG00000125815,ENST00000449810,protein_coding
ENSG00000075218,ENST00000454366,protein_coding
ENSG00000288259,ENST00000672436,protein_coding
ENSG00000288147,ENST00000673030,protein_coding
ENSG00000160202,ENST00000291554,protein_coding
ENSG00000101230,ENST00000262487,protein_coding
ENSG00000170367,ENST00000304710,protein_coding
ENSG00000160201,ENST00000471250,protein_coding
ENSG00000284776,ENST00000618693,protein_coding
ENSG00000101463,ENST00000376862,protein_coding
ENSG00000184708,ENST00000441289,protein_coding
ENSG00000288216,ENST00000672588,protein_coding
ENSG00000185974,ENST00000335678,protein_coding
ENSG00000088930,ENST00000377191,protein_coding
ENSG00000288353,ENST00000672740,protein_coding
ENSG00000139797,ENST00000267291,protein_coding
ENSG00000152193,ENST00000282003,protein_coding
ENSG00000122042,ENST00000380680,protein_coding
ENSG00000286022,ENST00000651531,protein_coding
ENSG00000185917,ENST00000399215,protein_coding
ENSG00000102539,ENST00000218721,protein_coding
ENSG00000288285,ENST00000672252,protein_coding
ENSG00000125870,ENST00000377943,protein_coding
ENSG00000122025,ENST00000241453,protein_coding
ENSG00000101493,ENST00000443185,protein_coding
ENSG00000077984,ENST00000480798,protein_coding
ENSG00000154080,ENST00000618847,protein_coding
ENSG00000134884,ENST00000400198,protein_coding
ENSG00000101474,ENST00000451442,protein_coding
ENSG00000152767,ENST00000595437,protein_coding
ENSG00000248405,ENST00000361473,protein_coding
ENSG00000125864,ENST00000377873,protein_coding
ENSG00000134490,ENST00000584625,protein_coding
ENSG00000291748,ENST00000708566,protein_coding
ENSG00000173638,ENST00000417954,protein_coding
ENSG00000291761,ENST00000708595,protein_coding
ENSG00000149435,ENST00000286890,protein_coding
ENSG00000291754,ENST00000708577,protein_coding
ENSG00000291760,ENST00000708590,protein_coding
ENSG00000291756,ENST00000708582,protein_coding
ENSG00000292251,ENST00000710324,protein_coding
ENSG00000170369,ENST00000304725,protein_coding
ENSG00000100347,ENST00000350028,protein_coding
ENSG00000182871,ENST00000651438,protein_coding
ENSG00000125868,ENST00000246069,protein_coding
ENSG00000125834,ENST00000381482,protein_coding
ENSG00000215397,ENST00000246104,protein_coding
ENSG00000198646,ENST00000626057,protein_coding
ENSG00000075234,ENST00000417709,protein_coding
ENSG00000179813,ENST00000313851,protein_coding
ENSG00000288416,ENST00000671705,protein_coding
ENSG00000134759,ENST00000543127,protein_coding
ENSG00000100372,ENST00000263255,protein_coding
ENSG00000288184,ENST00000673086,protein_coding
ENSG00000288249,ENST00000672914,protein_coding
ENSG00000088782,ENST00000382388,protein_coding
ENSG00000136156,ENST00000649266,protein_coding
ENSG00000172296,ENST00000476791,protein_coding
ENSG00000100106,ENST00000644935,protein_coding
ENSG00000204977,ENST00000442421,protein_coding
ENSG00000288180,ENST00000673606,protein_coding
ENSG00000288438,ENST00000673189,protein_coding
ENSG00000183844,ENST00000479810,protein_coding
ENSG00000198553,ENST00000360473,protein_coding
ENSG00000215547,ENST00000400552,protein_coding
ENSG00000270299,ENST00000488788,protein_coding
ENSG00000291823,ENST00000708874,protein_coding
ENSG00000291824,ENST00000708878,protein_coding
ENSG00000291827,ENST00000708883,protein_coding
ENSG00000136104,ENST00000422660,protein_coding
ENSG00000154734,ENST00000284984,protein_coding
ENSG00000100304,ENST00000216129,protein_coding
ENSG00000159055,ENST00000290130,protein_coding
ENSG00000150637,ENST00000578928,protein_coding
ENSG00000292234,ENST00000710294,protein_coding
ENSG00000170262,ENST00000399784,protein_coding
ENSG00000160193,ENST00000330317,protein_coding
ENSG00000186654,ENST00000432186,protein_coding
ENSG00000101695,ENST00000217740,protein_coding
ENSG00000101384,ENST00000254958,protein_coding
ENSG00000291834,ENST00000708922,protein_coding
ENSG00000291835,ENST00000708949,protein_coding
ENSG00000197563,ENST00000639600,protein_coding
ENSG00000291836,ENST00000708959,protein_coding
ENSG00000160194,ENST00000460259,protein_coding
ENSG00000089057,ENST00000338244,protein_coding
ENSG00000291837,ENST00000708981,protein_coding
ENSG00000154727,ENST00000354828,protein_coding
ENSG00000198355,ENST00000360612,protein_coding
ENSG00000159212,ENST00000349499,protein_coding
ENSG00000205593,ENST00000413817,protein_coding
ENSG00000185808,ENST00000360525,protein_coding
ENSG00000101435,ENST00000376979,protein_coding
ENSG00000291804,ENST00000708833,protein_coding
ENSG00000291822,ENST00000708873,protein_coding
ENSG00000291807,ENST00000708840,protein_coding
ENSG00000159197,ENST00000290310,protein_coding
ENSG00000291812,ENST00000708850,protein_coding
ENSG00000291805,ENST00000708837,protein_coding
ENSG00000291806,ENST00000708838,protein_coding
ENSG00000274391,ENST00000622113,protein_coding
ENSG00000100422,ENST00000216264,protein_coding
ENSG00000291772,ENST00000708719,protein_coding
ENSG00000291811,ENST00000708848,protein_coding
ENSG00000291808,ENST00000708843,protein_coding
ENSG00000291810,ENST00000708846,protein_coding
ENSG00000291779,ENST00000708726,protein_coding
ENSG00000291809,ENST00000708844,protein_coding
ENSG00000291781,ENST00000708728,protein_coding
ENSG00000291784,ENST00000708737,protein_coding
ENSG00000089123,ENST00000480436,protein_coding
ENSG00000291803,ENST00000708823,protein_coding
ENSG00000291876,ENST00000709042,protein_coding
ENSG00000180205,ENST00000326000,protein_coding
ENSG00000100239,ENST00000359139,protein_coding
ENSG00000291875,ENST00000709041,protein_coding
ENSG00000291872,ENST00000709027,protein_coding
ENSG00000291791,ENST00000708759,protein_coding
ENSG00000291874,ENST00000709040,protein_coding
ENSG00000291873,ENST00000709028,protein_coding
ENSG00000149639,ENST00000237536,protein_coding
ENSG00000292250,ENST00000710320,protein_coding
ENSG00000291793,ENST00000708771,protein_coding
ENSG00000291794,ENST00000708774,protein_coding
ENSG00000291796,ENST00000708787,protein_coding
ENSG00000180305,ENST00000372643,protein_coding
ENSG00000159082,ENST00000438952,protein_coding
ENSG00000291802,ENST00000708815,protein_coding
ENSG00000291814,ENST00000708853,protein_coding
ENSG00000101445,ENST00000299824,protein_coding
ENSG00000291813,ENST00000708851,protein_coding
ENSG00000291821,ENST00000708872,protein_coding
ENSG00000292258,ENST00000710368,protein_coding
ENSG00000291780,ENST00000708727,protein_coding
ENSG00000101452,ENST00000373325,protein_coding
ENSG00000150510,ENST00000615498,protein_coding
ENSG00000291884,ENST00000709062,protein_coding
ENSG00000189167,ENST00000533490,protein_coding
ENSG00000291888,ENST00000709096,protein_coding
ENSG00000139597,ENST00000380130,protein_coding
ENSG00000185272,ENST00000468643,protein_coding
ENSG00000183530,ENST00000330495,protein_coding
ENSG00000155304,ENST00000285667,protein_coding
ENSG00000188636,ENST00000341255,protein_coding
ENSG00000183527,ENST00000331573,protein_coding
ENSG00000133477,ENST00000333407,protein_coding
ENSG00000292244,ENST00000710305,protein_coding
ENSG00000100362,ENST00000417718,protein_coding
ENSG00000124191,ENST00000341197,protein_coding
ENSG00000180138,ENST00000379800,protein_coding
ENSG00000281106,ENST00000627246,protein_coding
ENSG00000133111,ENST00000255476,protein_coding
ENSG00000182858,ENST00000330817,protein_coding
ENSG00000133107,ENST00000379705,protein_coding
ENSG00000185658,ENST00000333229,protein_coding
ENSG00000064655,ENST00000327619,protein_coding
ENSG00000291905,ENST00000709171,protein_coding
ENSG00000100321,ENST00000318801,protein_coding
ENSG00000291903,ENST00000709167,protein_coding
ENSG00000291901,ENST00000709165,protein_coding
ENSG00000292247,ENST00000710315,protein_coding
ENSG00000100095,ENST00000404234,protein_coding
ENSG00000291841,ENST00000708991,protein_coding
ENSG00000291863,ENST00000709016,protein_coding
ENSG00000291866,ENST00000709021,protein_coding
ENSG00000291860,ENST00000709013,protein_coding
ENSG00000291864,ENST00000709017,protein_coding
ENSG00000291865,ENST00000709019,protein_coding
ENSG00000291861,ENST00000709014,protein_coding
ENSG00000291858,ENST00000709009,protein_coding
ENSG00000291846,ENST00000708996,protein_coding
ENSG00000291849,ENST00000708999,protein_coding
ENSG00000291851,ENST00000709001,protein_coding
ENSG00000291852,ENST00000709003,protein_coding
ENSG00000291859,ENST00000709012,protein_coding
ENSG00000291862,ENST00000709015,protein_coding
ENSG00000292252,ENST00000710330,protein_coding
ENSG00000180083,ENST00000356562,protein_coding
ENSG00000062598,ENST00000290246,protein_coding
ENSG00000122035,ENST00000241463,protein_coding
ENSG00000291917,ENST00000709188,protein_coding
ENSG00000205581,ENST00000288344,protein_coding
ENSG00000291918,ENST00000709201,protein_coding
ENSG00000080618,ENST00000181383,protein_coding
ENSG00000291919,ENST00000709208,protein_coding
ENSG00000075643,ENST00000261326,protein_coding
ENSG00000291920,ENST00000709210,protein_coding
ENSG00000291922,ENST00000709212,protein_coding
ENSG00000291925,ENST00000709217,protein_coding
ENSG00000136167,ENST00000398576,protein_coding
ENSG00000166342,ENST00000583169,protein_coding
ENSG00000291891,ENST00000709129,protein_coding
ENSG00000291892,ENST00000709150,protein_coding
ENSG00000291895,ENST00000709157,protein_coding
ENSG00000215475,ENST00000400405,protein_coding
ENSG00000133313,ENST00000581272,protein_coding
ENSG00000100360,ENST00000340630,protein_coding
ENSG00000291927,ENST00000709221,protein_coding
ENSG00000182093,ENST00000415847,protein_coding
ENSG00000102452,ENST00000251127,protein_coding
ENSG00000100311,ENST00000331163,protein_coding
ENSG00000285815,ENST00000647779,protein_coding
ENSG00000186732,ENST00000417669,protein_coding
ENSG00000291908,ENST00000709176,protein_coding
ENSG00000042062,ENST00000327979,protein_coding
ENSG00000291909,ENST00000709177,protein_coding
ENSG00000292245,ENST00000710310,protein_coding
ENSG00000183036,ENST00000328619,protein_coding
ENSG00000158480,ENST00000289431,protein_coding
ENSG00000138964,ENST00000453888,protein_coding
ENSG00000101447,ENST00000619304,protein_coding
ENSG00000171587,ENST00000400454,protein_coding
ENSG00000197496,ENST00000359271,protein_coding
ENSG00000150656,ENST00000358821,protein_coding
ENSG00000158445,ENST00000636838,protein_coding
ENSG00000124249,ENST00000372861,protein_coding
ENSG00000149654,ENST00000537909,protein_coding
ENSG00000175820,ENST00000322527,protein_coding
ENSG00000151287,ENST00000376032,protein_coding
ENSG00000284099,ENST00000640444,protein_coding
ENSG00000124226,ENST00000623528,protein_coding
ENSG00000284260,ENST00000639909,protein_coding
ENSG00000270181,ENST00000639435,protein_coding
ENSG00000182240,ENST00000328735,protein_coding
ENSG00000128791,ENST00000583147,protein_coding
ENSG00000100290,ENST00000216115,protein_coding
ENSG00000283718,ENST00000639980,protein_coding
ENSG00000283777,ENST00000638584,protein_coding
ENSG00000134897,ENST00000651949,protein_coding
ENSG00000206052,ENST00000382713,protein_coding
ENSG00000100271,ENST00000439248,protein_coding
ENSG00000080189,ENST00000543605,protein_coding
ENSG00000283780,ENST00000638220,protein_coding
ENSG00000150477,ENST00000592611,protein_coding
ENSG00000283887,ENST00000639749,protein_coding
ENSG00000284501,ENST00000639782,protein_coding
ENSG00000282986,ENST00000634230,protein_coding
ENSG00000183087,ENST00000608763,protein_coding
ENSG00000283918,ENST00000639837,protein_coding
ENSG00000183421,ENST00000352483,protein_coding
ENSG00000282844,ENST00000635260,protein_coding
ENSG00000282992,ENST00000634958,protein_coding
ENSG00000284400,ENST00000638669,protein_coding
ENSG00000282853,ENST00000634928,protein_coding
ENSG00000167393,ENST00000390665,protein_coding
ENSG00000160179,ENST00000398457,protein_coding
ENSG00000130943,ENST00000253255,protein_coding
ENSG00000282832,ENST00000634693,protein_coding
ENSG00000100124,ENST00000215941,protein_coding
ENSG00000284254,ENST00000710499,protein_coding
ENSG00000282947,ENST00000648860,protein_coding
ENSG00000136159,ENST00000258662,protein_coding
ENSG00000282895,ENST00000635542,protein_coding
ENSG00000136146,ENST00000495013,protein_coding
ENSG00000283100,ENST00000634707,protein_coding
ENSG00000183943,ENST00000262848,protein_coding
ENSG00000139687,ENST00000646097,protein_coding
ENSG00000282905,ENST00000635236,protein_coding
ENSG00000283099,ENST00000635007,protein_coding
ENSG00000177504,ENST00000317103,protein_coding
ENSG00000283104,ENST00000634476,protein_coding
ENSG00000124151,ENST00000372004,protein_coding
ENSG00000100300,ENST00000337554,protein_coding
ENSG00000185291,ENST00000331035,protein_coding
ENSG00000282835,ENST00000634460,protein_coding
ENSG00000102683,ENST00000218867,protein_coding
ENSG00000078043,ENST00000585916,protein_coding
ENSG00000283018,ENST00000634246,protein_coding
ENSG00000282954,ENST00000634982,protein_coding
