"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation_status"
"ENST00000541627",0.99669406171431,-3.14577904287649,0.245148482752273,-12.8321375174708,1.08333501374807e-37,1.94022177538112e-37,"Downregulated"
"ENST00000541649",1.12912181241676,-3.52606794016155,0.252012096740742,-13.9916614550015,1.75268970721831e-44,3.38269511560294e-44,"Downregulated"
"ENST00000541650",1.6997333762473,-3.9517522440991,0.23535923477659,-16.790300358727,2.87386788715409e-63,6.88124951576726e-63,"Downregulated"
"ENST00000541676",1.72669110596833,-3.91611005229513,0.237023971605179,-16.5219999722997,2.54806587957915e-61,5.96302991614005e-61,"Downregulated"
"ENST00000541679",24.40884424401,-7.88301043138899,0.228931372120182,-34.4339456771816,7.83139684256755e-260,2.09671216410745e-258,"Downregulated"
"ENST00000541731",3.45998196314067,-4.96926682520037,0.241169832641448,-20.604844191223,2.48317365737973e-94,8.61567577400028e-94,"Downregulated"
"ENST00000541738",10.1768134857485,-6.5918036150941,0.250249513315459,-26.3409248144456,6.5208708951334e-153,4.70879135729645e-152,"Downregulated"
"ENST00000541748",2.22561312511416,-4.35899102668447,0.233356263451495,-18.6795544384028,7.26227849850795e-78,2.05629049129085e-77,"Downregulated"
"ENST00000541760",1.0832971442539,-3.26609023782222,0.245503957625092,-13.3036154260692,2.2054075967308e-40,4.06355435288356e-40,"Downregulated"
"ENST00000541774",2.86257623367907,-4.72005387904292,0.236377680700828,-19.9682722372459,1.03988665041265e-88,3.35589730285455e-88,"Downregulated"
"ENST00000541777",3.53693337646928,-5.1267058327594,0.234468780135665,-21.86519599664,5.57255427664091e-106,2.2341220858671e-105,"Downregulated"
"ENST00000541812",0.882026971296616,-3.03156149037106,0.248695861559338,-12.1898348905486,3.52134100712526e-34,6.06331083043221e-34,"Downregulated"
"ENST00000541818",0.927580023775846,-3.15650916021645,0.245501138861084,-12.8574114762154,7.81501251356847e-38,1.40201007722095e-37,"Downregulated"
"ENST00000541834",1.30702841363358,-3.59135844827419,0.239622525739362,-14.9875661196415,8.85387337565166e-51,1.82724026548506e-50,"Downregulated"
"ENST00000541836",2.47295751313855,-4.63225731081945,0.231823035681217,-19.9818680538259,7.92040349447923e-89,2.55916368119337e-88,"Downregulated"
"ENST00000541931",2.66707211892548,-4.75942695846607,0.238373388890621,-19.9662679656326,1.08245480603264e-88,3.49247644115125e-88,"Downregulated"
"ENST00000541961",1.89894436669976,-4.18588798118651,0.233175151583582,-17.9516897609309,4.6552197493816e-72,1.23414008817293e-71,"Downregulated"
"ENST00000541996",4.14251171130012,-5.30081404017694,0.227138826475754,-23.3373312807125,1.85340061479767e-120,8.91937237763488e-120,"Downregulated"
"ENST00000542061",2.8617067986368,-4.70538671836807,0.230073834848913,-20.4516377164663,5.80918340327416e-93,1.9768251931901e-92,"Downregulated"
"ENST00000542074",7.35015008423877,-6.08822604445819,0.225190039127067,-27.0359473627642,5.5881758224888e-161,4.5217292424629e-160,"Downregulated"
"ENST00000542088",5.17763205949873,-5.58438617915849,0.230907079411985,-24.1845602715143,3.23423035727308e-129,1.73750428183305e-128,"Downregulated"
"ENST00000542104",1.71320660105361,-3.97328657915683,0.237018383825574,-16.763621939473,4.50334610880263e-63,1.07592596050897e-62,"Downregulated"
"ENST00000542120",0.632844432059406,-2.75347733995197,0.252200760288297,-10.9177995213194,9.47638880727791e-28,1.51671482288933e-27,"Downregulated"
"ENST00000542198",1.61418495225775,-3.95414363797732,0.240459717609456,-16.44409998185,9.24475105448084e-61,2.14715331558892e-60,"Downregulated"
"ENST00000542214",15.346918588173,-7.21811194964973,0.23363223836117,-30.8951880968213,1.38614143663008e-209,2.05641632335808e-208,"Downregulated"
"ENST00000542230",4.36711508465765,-5.51134588656131,0.229688359409228,-23.9948855080719,3.14457928189137e-127,1.65154547723464e-126,"Downregulated"
"ENST00000542232",4.9209208801615,-5.4566196424973,0.248144425597738,-21.9896926128935,3.61427650442641e-107,1.47207624996716e-106,"Downregulated"
"ENST00000542255",6.83116145136588,-5.99317073764454,0.246465983099415,-24.3164215291613,1.31423757797166e-130,7.17653777797686e-130,"Downregulated"
"ENST00000542263",0.452365659058454,-2.24071247745809,0.265284250736578,-8.44645873713426,3.00272059234725e-17,4.2506278610109e-17,"Downregulated"
"ENST00000542296",21.0789675918938,-7.65117798688977,0.23420109694118,-32.6692662281226,4.26854459547964e-234,8.47901782689735e-233,"Downregulated"
"ENST00000542306",2.41429995940653,-4.58560662340913,0.230613528552023,-19.8843782158022,5.55667853898824e-88,1.77837989185803e-87,"Downregulated"
"ENST00000542321",11.8635578410127,-6.83823904082504,0.239627883610446,-28.5369087177756,4.08343358504562e-179,4.16269216878607e-178,"Downregulated"
