TF_gene,tissue_brain,TF_transcript_id_brain,target_gene_brain,target_transcript_id_brain,importance_brain,brain_percentage,brain_opposite_percentage,tissue_kidney,TF_transcript_id_kidney,target_gene_kidney,target_transcript_id_kidney,importance_kidney,kidney_percentage,kidney_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
SYNJ1,brain,0,RBFOX2,RBFOX2-205,4.13786450139912,0.0,0.0,kidney,0,NFYA,NFYA-201,6.083678836711525,0.32140179436418004,0.67859820563582,-1.67233403388199,Downregulated,False
ACSF3,brain,0,GTF2F1,GTF2F1-201,4.137831351541843,0.0,0.0,kidney,0,RNF14,RNF14-203,4.453549282130199,0.3502539734556776,0.6497460265443225,0.0,0,False
CTNND1,brain,CTNND1-201,MED1,MED1-201,4.136578108320335,0.0,0.0,kidney,0,NFYA,NFYA-201,4.829351970146407,0.32140179436418004,0.67859820563582,1.50299307727471,Upregulated,False
LAMTOR2,brain,0,PARK7,PARK7-201,4.136074865898634,0.0,0.0,kidney,0,RNF14,RNF14-203,5.787198656157988,0.3502539734556776,0.6497460265443225,0.0,0,False
RUSC1,brain,0,CTBP1,CTBP1-203,4.135481900892885,0.0,0.0,kidney,0,BRCA1,BRCA1-201,4.461385591327476,0.2545314900153609,0.7454685099846391,0.0,0,False
DUSP3,brain,DUSP3-201,HIRA,HIRA-201,4.134052054319386,0.0,0.0,kidney,0,RNF14,RNF14-203,4.588255328126633,0.3502539734556776,0.6497460265443225,-6.57934704507127,Downregulated,False
DNTTIP2,brain,DNTTIP2-202,PA2G4,PA2G4-201,4.132285981064045,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,4.945099379959626,0.2589950000544657,0.7410049999455344,-3.56378392215803,Downregulated,False
COX5B,brain,COX5B-201,GTF3A,GTF3A-201,4.13220288068621,0.0,0.0,kidney,0,RNF14,RNF14-203,5.026876428442786,0.3502539734556776,0.6497460265443225,-10.8628907288594,Downregulated,False
LRRC20,brain,0,HLF,HLF-201,4.12937996920316,0.0,0.0,kidney,0,BRCA1,BRCA1-201,7.950930809830388,0.2545314900153609,0.7454685099846391,-2.44922142799078,Downregulated,False
GPR65,brain,0,SPI1,SPI1-202,4.127654545175422,0.0,0.0,kidney,0,KMT2E,KMT2E-203,4.520143654687453,0.38879311291438357,0.6112068870856164,0.0,0,False
ZNF774,brain,0,PBX2,PBX2-201,4.127535024348608,0.0,0.0,kidney,0,ZFX,ZFX-211,4.873325885033713,0.3574465404843636,0.6425534595156364,0.0,0,False
MAP4K2,brain,MAP4K2-201,MYT1L,MYT1L-202,4.125232816762392,0.0,0.0,kidney,0,HOXA11,HOXA11-201,4.6070877298826165,0.0,0.0,-3.87762874527181,Downregulated,False
PWP1,brain,PWP1-201,TFCP2,TFCP2-201,4.124098721819833,0.0,0.0,kidney,0,NFIX,NFIX-202,4.554930667437951,0.10337512054001928,0.8966248794599807,-5.47423169856178,Downregulated,False
AIFM1,brain,0,HDAC3,HDAC3-201,4.123768380158794,0.0,0.0,kidney,0,NR1H4,NR1H4-208,5.051107289783841,0.0,0.0,2.48608363740498,Upregulated,False
PNPLA4,brain,PNPLA4-201,STOX1,STOX1-201,4.122213534867815,0.0,0.0,kidney,0,NR1H4,NR1H4-208,4.58218989287772,0.0,0.0,0.0,0,False
NISCH,brain,0,SREBF2,SREBF2-201,4.116162268581999,0.0,0.0,kidney,NISCH-203,ZNF195,ZNF195-204,4.428801285390978,0.2696888704362041,0.7303111295637958,4.12076430445168,Upregulated,False
DMAC2L,brain,0,TFCP2,TFCP2-201,4.114593673069417,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.470093089671527,0.4415698760249729,0.5584301239750271,0.0,0,False
APAF1,brain,0,KAT7,KAT7-202,4.11349631265768,0.0,0.0,kidney,0,NFYA,NFYA-201,5.039800607164618,0.32140179436418004,0.67859820563582,0.0,0,False
C20orf203,brain,C20orf203-202,TFAP2E,TFAP2E-201,4.11023196662593,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,6.761088438856677,0.2589950000544657,0.7410049999455344,-2.49174528154159,Downregulated,False
SIK3,brain,0,PRDM2,PRDM2-206,4.109060175446379,0.0,0.0,kidney,0,HIVEP2,HIVEP2-202,4.824598203943642,0.2589950000544657,0.7410049999455344,0.0,0,False
A1BG,brain,0,PIN1,PIN1-201,4.106084203489437,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.37713913244172,0.41515246897683156,0.5848475310231684,0.0,0,False
ATN1,brain,0,MNT,MNT-201,4.105294353152051,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.621953125590527,0.37354192938209335,0.6264580706179066,0.0,0,False
SUPV3L1,brain,SUPV3L1-201,ZNF134,ZNF134-201,4.097980044895971,0.0,0.0,kidney,0,NFYA,NFYA-201,5.681727454969472,0.32140179436418004,0.67859820563582,-4.35487320866567,Downregulated,False
ILF3,brain,ILF3-218,SND1,SND1-201,4.095741563792027,0.0,0.0,kidney,0,KMT2E,KMT2E-201,4.532148922829043,0.37354192938209335,0.6264580706179066,-5.60965219881042,Downregulated,False
KPNA3,brain,0,CDC5L,CDC5L-201,4.095253801585979,0.0,0.0,kidney,0,NFYA,NFYA-201,8.592264485432509,0.32140179436418004,0.67859820563582,0.0,0,False
RNASEH2B,brain,RNASEH2B-201,EID2B,EID2B-201,4.095236259674271,0.0,0.0,kidney,0,NFYA,NFYA-201,4.575151707212766,0.32140179436418004,0.67859820563582,-4.1278822444514,Downregulated,False
ZNRD2,brain,0,EGR3,EGR3-201,4.093865804010584,0.0,0.0,kidney,0,GTF2IRD1,GTF2IRD1-202,4.620704181679233,0.6566044155451385,0.3433955844548615,0.0,0,False
DNAJC5,brain,0,CTBP1,CTBP1-203,4.09345938067771,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.5745037160002,0.4415698760249729,0.5584301239750271,0.0,0,False
PACS1,brain,0,SRF,SRF-201,4.091487475696707,0.0,0.0,kidney,0,NFIX,NFIX-202,4.752959341834022,0.10337512054001928,0.8966248794599807,0.0,0,False
FAT1,brain,0,TEAD1,TEAD1-203,4.088778412064512,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.707738328692747,0.4415698760249729,0.5584301239750271,0.0,0,False
SKIC2,brain,SKIC2-201,STAT5B,STAT5B-201,4.088140331550146,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.735952052804722,0.4415698760249729,0.5584301239750271,-4.54019382688329,Downregulated,False
SLC48A1,brain,0,XPC,XPC-201,4.085197876388107,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.682811803631309,0.4415698760249729,0.5584301239750271,0.0,0,False
FLACC1,brain,0,RFX2,RFX2-201,4.081899458507833,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.659237370900349,0.41515246897683156,0.5848475310231684,0.0,0,False
CPSF7,brain,0,RCOR1,RCOR1-201,4.0788927783416105,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.372763170263035,0.41515246897683156,0.5848475310231684,0.0,0,False
CERS5,brain,CERS5-206,L3MBTL1,L3MBTL1-205,4.078138500261607,0.0,0.0,kidney,0,ZNF263,ZNF263-201,4.479964166867456,0.41515246897683156,0.5848475310231684,-6.42978129775621,Downregulated,False
TMEM135,brain,0,GTF2B,GTF2B-201,4.071328434369984,0.0,0.0,kidney,0,CREBBP,CREBBP-201,5.0926122357365,0.4415698760249729,0.5584301239750271,0.0,0,False
PRUNE1,brain,0,PBX2,PBX2-201,4.066330743352515,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.607516502248472,0.4415698760249729,0.5584301239750271,0.0,0,False
TPM1,brain,TPM1-204,TSC22D1,TSC22D1-203,4.0652622965418805,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.398610441319782,0.4415698760249729,0.5584301239750271,1.74159942198484,Upregulated,False
FUBP3,brain,FUBP3-203,ZNF91,ZNF91-208,4.0635808271179,0.0,0.0,kidney,0,NFIX,NFIX-202,4.339208538100796,0.10337512054001928,0.8966248794599807,0.0,0,False
NACC2,brain,0,NACC2,NACC2-202,4.062672536200362,0.0,0.0,kidney,0,NFIX,NFIX-202,6.103414899378577,0.10337512054001928,0.8966248794599807,-2.78636997036563,Downregulated,False
SDSL,brain,0,HMGB2,HMGB2-202,4.062088525093232,0.0,0.0,kidney,0,RNF14,RNF14-203,4.775967178179238,0.3502539734556776,0.6497460265443225,1.64320128174205,Upregulated,False
ST3GAL3,brain,0,PIN1,PIN1-201,4.060870001983282,0.0,0.0,kidney,0,CREBBP,CREBBP-201,4.590179261434301,0.4415698760249729,0.5584301239750271,0.0,0,False
SLC8A1,brain,SLC8A1-207,MYT1L,MYT1L-203,4.058318349852803,0.0,0.0,kidney,0,ZNF195,ZNF195-201,5.724207136412335,0.0,0.0,-3.15202971688953,Downregulated,False
CRTC3,brain,0,RYBP,RYBP-201,4.057149172497372,0.0,0.0,kidney,0,NFIX,NFIX-202,5.656104905826126,0.10337512054001928,0.8966248794599807,0.0,0,False
